ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalTherms,AverageTherms
93003,11,2018,INDUSTRIAL,Y,,,
93003,11,2018,RESIDENTIAL,N,18037,369640,20.4934
93003,12,2018,COMMERCIAL,Y,,,
93003,12,2018,INDUSTRIAL,Y,,,
93003,12,2018,RESIDENTIAL,N,18036,635107,35.2133
93004,10,2018,COMMERCIAL,Y,,,
93004,10,2018,INDUSTRIAL,Y,,,
93004,10,2018,RESIDENTIAL,N,10355,188490,18.2028
93004,11,2018,COMMERCIAL,Y,,,
93004,11,2018,INDUSTRIAL,Y,,,
93004,11,2018,RESIDENTIAL,N,10361,214540,20.7065
93004,12,2018,COMMERCIAL,Y,,,
93004,12,2018,INDUSTRIAL,Y,,,
93004,12,2018,RESIDENTIAL,N,10363,347418,33.5248
93009,10,2018,COMMERCIAL,Y,,,
93009,11,2018,COMMERCIAL,Y,,,
93009,12,2018,COMMERCIAL,Y,,,
93010,10,2018,COMMERCIAL,Y,645,197411,306.0636
93010,10,2018,INDUSTRIAL,Y,,,
93010,10,2018,RESIDENTIAL,N,15339,345617,22.5319
93010,11,2018,COMMERCIAL,Y,648,219184,338.2469
93010,11,2018,INDUSTRIAL,Y,,,
93010,11,2018,RESIDENTIAL,N,15348,403857,26.3133
93010,12,2018,COMMERCIAL,Y,647,226311,349.7852
93010,12,2018,INDUSTRIAL,Y,,,
93010,12,2018,RESIDENTIAL,N,15348,689261,44.9088
93011,10,2018,RESIDENTIAL,Y,,,
93011,11,2018,RESIDENTIAL,Y,,,
93011,12,2018,RESIDENTIAL,Y,,,
93012,10,2018,COMMERCIAL,Y,,,
93012,10,2018,INDUSTRIAL,Y,,,
93012,10,2018,RESIDENTIAL,N,12348,271695,22.0032
93012,11,2018,COMMERCIAL,Y,,,
93012,11,2018,INDUSTRIAL,Y,,,
93012,11,2018,RESIDENTIAL,N,12351,342264,27.7114
93012,12,2018,COMMERCIAL,Y,,,
93012,12,2018,INDUSTRIAL,Y,819,557073,680.1868
93012,12,2018,RESIDENTIAL,N,12347,574594,46.5371
93013,10,2018,COMMERCIAL,Y,,,
93013,10,2018,INDUSTRIAL,Y,,,
93013,10,2018,RESIDENTIAL,N,5176,131628,25.4304
93013,11,2018,COMMERCIAL,Y,,,
93013,11,2018,INDUSTRIAL,Y,,,
93013,11,2018,RESIDENTIAL,N,5180,138203,26.6801
93013,12,2018,COMMERCIAL,Y,,,
93013,12,2018,INDUSTRIAL,Y,,,
93013,12,2018,RESIDENTIAL,N,5180,210056,40.5514
93015,10,2018,COMMERCIAL,N,148,26528,179.2432
93015,10,2018,INDUSTRIAL,Y,,,
93015,10,2018,RESIDENTIAL,N,4588,93852,20.4560
93015,11,2018,COMMERCIAL,N,150,36589,243.9267
93015,11,2018,INDUSTRIAL,Y,,,
93015,11,2018,RESIDENTIAL,N,4590,108633,23.6673
93015,12,2018,COMMERCIAL,Y,,,
93015,12,2018,INDUSTRIAL,Y,,,
93015,12,2018,RESIDENTIAL,N,4589,161473,35.1870
93020,10,2018,RESIDENTIAL,Y,,,
93020,11,2018,RESIDENTIAL,Y,,,
93020,12,2018,RESIDENTIAL,Y,,,
93021,10,2018,COMMERCIAL,N,291,95662,328.7354
93021,10,2018,INDUSTRIAL,Y,,,
93021,10,2018,RESIDENTIAL,N,12274,268481,21.8740
93021,11,2018,COMMERCIAL,N,292,105225,360.3596
93021,11,2018,INDUSTRIAL,Y,,,
93021,11,2018,RESIDENTIAL,N,12274,291741,23.7690
93021,12,2018,COMMERCIAL,N,291,106361,365.5017
93021,12,2018,INDUSTRIAL,Y,,,
93021,12,2018,RESIDENTIAL,N,12276,538670,43.8799
93022,10,2018,COMMERCIAL,N,42,5970,142.1429
93022,10,2018,INDUSTRIAL,Y,,,
93022,10,2018,RESIDENTIAL,N,2174,48487,22.3031
93022,11,2018,COMMERCIAL,N,42,6388,152.0952
93022,11,2018,INDUSTRIAL,Y,,,
93022,11,2018,RESIDENTIAL,N,2174,72778,33.4765
93022,12,2018,COMMERCIAL,N,42,7379,175.6905
93022,12,2018,INDUSTRIAL,Y,,,
93022,12,2018,RESIDENTIAL,N,2175,116358,53.4979
93023,10,2018,COMMERCIAL,Y,,,
93023,10,2018,INDUSTRIAL,Y,,,
93023,10,2018,RESIDENTIAL,N,7157,189078,26.4186
93023,11,2018,COMMERCIAL,Y,,,
93023,11,2018,INDUSTRIAL,Y,,,
93023,11,2018,RESIDENTIAL,N,7156,328302,45.8779
93023,12,2018,COMMERCIAL,Y,,,
93023,12,2018,INDUSTRIAL,Y,,,
93023,12,2018,RESIDENTIAL,N,7153,510243,71.3327
93030,10,2018,COMMERCIAL,Y,,,
93030,10,2018,RESIDENTIAL,N,14247,301629,21.1714
93030,11,2018,COMMERCIAL,Y,,,
93030,11,2018,INDUSTRIAL,Y,,,
93030,11,2018,RESIDENTIAL,N,14259,314878,22.0828
93030,12,2018,COMMERCIAL,Y,,,
93030,12,2018,INDUSTRIAL,Y,,,
93030,12,2018,RESIDENTIAL,N,14261,426536,29.9093
93033,10,2018,COMMERCIAL,Y,506,245578,485.3320
93033,10,2018,INDUSTRIAL,Y,,,
93033,10,2018,RESIDENTIAL,Y,14907,400294,26.8528
93033,11,2018,COMMERCIAL,Y,1239,795038,641.6772
93033,11,2018,INDUSTRIAL,Y,,,
93033,11,2018,RESIDENTIAL,Y,14919,442776,29.6787
93033,12,2018,COMMERCIAL,Y,,,
93033,12,2018,INDUSTRIAL,Y,,,
93033,12,2018,RESIDENTIAL,Y,14915,571150,38.2937
93035,10,2018,COMMERCIAL,Y,,,
93035,10,2018,INDUSTRIAL,Y,,,
93035,10,2018,RESIDENTIAL,N,11563,206970,17.8993
93035,11,2018,COMMERCIAL,Y,,,
93035,11,2018,INDUSTRIAL,Y,,,
93035,11,2018,RESIDENTIAL,N,11563,219424,18.9764
93035,12,2018,COMMERCIAL,Y,,,
93035,12,2018,INDUSTRIAL,Y,,,
93035,12,2018,RESIDENTIAL,N,11568,319475,27.6171
93036,10,2018,COMMERCIAL,Y,1540,556546,361.3935
93036,10,2018,INDUSTRIAL,Y,,,
93036,10,2018,RESIDENTIAL,N,12459,286060,22.9601
93036,11,2018,COMMERCIAL,Y,531,302480,569.6422
93036,11,2018,INDUSTRIAL,Y,,,
93036,11,2018,RESIDENTIAL,N,12464,288518,23.1481
93036,12,2018,COMMERCIAL,Y,531,385892,726.7269
93036,12,2018,INDUSTRIAL,Y,,,
93036,12,2018,RESIDENTIAL,N,12463,405252,32.5164
93040,10,2018,COMMERCIAL,Y,,,
93040,10,2018,RESIDENTIAL,N,484,9446,19.5165
93040,11,2018,COMMERCIAL,Y,,,
93040,11,2018,RESIDENTIAL,N,484,11710,24.1942
93040,12,2018,COMMERCIAL,Y,,,
93040,12,2018,RESIDENTIAL,N,484,17586,36.3347
93041,10,2018,COMMERCIAL,N,147,32919,223.9388
93041,10,2018,INDUSTRIAL,Y,,,
93041,10,2018,RESIDENTIAL,N,6137,112366,18.3096
93041,11,2018,COMMERCIAL,N,147,32248,219.3741
93041,11,2018,INDUSTRIAL,Y,,,
93041,11,2018,RESIDENTIAL,N,6139,121728,19.8286
93041,12,2018,COMMERCIAL,Y,250,77866,311.4640
93041,12,2018,INDUSTRIAL,Y,,,
93041,12,2018,RESIDENTIAL,N,6138,183821,29.9480
93043,10,2018,COMMERCIAL,Y,,,
93043,10,2018,RESIDENTIAL,Y,,,
93043,11,2018,COMMERCIAL,Y,,,
93043,11,2018,RESIDENTIAL,Y,,,
93043,12,2018,COMMERCIAL,Y,,,
93043,12,2018,RESIDENTIAL,Y,,,
93060,10,2018,COMMERCIAL,N,386,93238,241.5492
93060,10,2018,INDUSTRIAL,Y,,,
93060,10,2018,RESIDENTIAL,N,8295,183791,22.1568
93060,11,2018,COMMERCIAL,N,387,108660,280.7752
93060,11,2018,INDUSTRIAL,Y,,,
93060,11,2018,RESIDENTIAL,N,8311,200709,24.1498
93060,12,2018,COMMERCIAL,N,387,130793,337.9664
93060,12,2018,INDUSTRIAL,Y,,,
93060,12,2018,RESIDENTIAL,N,8310,273633,32.9282
93063,10,2018,COMMERCIAL,N,443,68419,154.4447
93063,10,2018,INDUSTRIAL,Y,,,
93063,10,2018,RESIDENTIAL,N,19534,388394,19.8830
93063,11,2018,COMMERCIAL,N,442,75071,169.8439
93063,11,2018,INDUSTRIAL,Y,,,
93063,11,2018,RESIDENTIAL,N,19537,514149,26.3167
93063,12,2018,COMMERCIAL,N,443,103358,233.3138
93063,12,2018,INDUSTRIAL,Y,,,
93063,12,2018,RESIDENTIAL,N,19541,945320,48.3762
93064,10,2018,COMMERCIAL,Y,,,
93064,10,2018,RESIDENTIAL,Y,,,
93064,11,2018,COMMERCIAL,Y,,,
93064,11,2018,RESIDENTIAL,Y,,,
93064,12,2018,COMMERCIAL,Y,,,
93064,12,2018,RESIDENTIAL,Y,,,
93065,10,2018,COMMERCIAL,Y,,,
93065,10,2018,INDUSTRIAL,Y,,,
93065,10,2018,RESIDENTIAL,N,24873,538874,21.6650
93065,11,2018,COMMERCIAL,Y,,,
93065,11,2018,INDUSTRIAL,Y,,,
93065,11,2018,RESIDENTIAL,N,24874,662217,26.6229
93065,12,2018,COMMERCIAL,Y,,,
93065,12,2018,INDUSTRIAL,Y,,,
93065,12,2018,RESIDENTIAL,N,24873,1147185,46.1217
93066,10,2018,COMMERCIAL,Y,,,
93066,10,2018,RESIDENTIAL,N,800,24655,30.8188
93066,11,2018,COMMERCIAL,Y,,,
93066,11,2018,RESIDENTIAL,N,800,30885,38.6063
93066,12,2018,COMMERCIAL,Y,,,
93066,12,2018,RESIDENTIAL,N,801,53206,66.4245
93067,10,2018,COMMERCIAL,Y,,,
93067,10,2018,INDUSTRIAL,Y,,,
93067,10,2018,RESIDENTIAL,N,551,10996,19.9564
93067,11,2018,COMMERCIAL,Y,,,
93067,11,2018,INDUSTRIAL,Y,,,
93067,11,2018,RESIDENTIAL,N,551,11186,20.3013
93067,12,2018,COMMERCIAL,Y,,,
93067,12,2018,INDUSTRIAL,Y,,,
93067,12,2018,RESIDENTIAL,N,552,17006,30.8080
93101,10,2018,COMMERCIAL,Y,1685,476322,282.6837
93101,10,2018,INDUSTRIAL,Y,,,
93101,10,2018,RESIDENTIAL,N,11343,173766,15.3192
93101,11,2018,COMMERCIAL,Y,1689,527924,312.5660
93101,11,2018,INDUSTRIAL,Y,,,
93101,11,2018,RESIDENTIAL,N,11350,207746,18.3036
93101,12,2018,COMMERCIAL,Y,1514,544109,359.3851
93101,12,2018,INDUSTRIAL,Y,,,
93101,12,2018,RESIDENTIAL,N,11348,335322,29.5490
93103,10,2018,COMMERCIAL,Y,,,
93103,10,2018,INDUSTRIAL,Y,,,
93103,10,2018,RESIDENTIAL,N,7207,130383,18.0912
93103,11,2018,COMMERCIAL,Y,,,
93103,11,2018,INDUSTRIAL,Y,,,
93103,11,2018,RESIDENTIAL,N,7228,141874,19.6284
93103,12,2018,COMMERCIAL,Y,,,
93103,12,2018,INDUSTRIAL,Y,,,
93103,12,2018,RESIDENTIAL,N,7224,232056,32.1229
93105,10,2018,COMMERCIAL,Y,,,
93105,10,2018,INDUSTRIAL,Y,,,
93105,10,2018,RESIDENTIAL,N,8894,173836,19.5453
93105,11,2018,COMMERCIAL,Y,,,
93105,11,2018,INDUSTRIAL,Y,,,
93105,11,2018,RESIDENTIAL,N,8906,219443,24.6399
93105,12,2018,COMMERCIAL,Y,,,
93105,12,2018,INDUSTRIAL,Y,,,
93105,12,2018,RESIDENTIAL,N,8902,436508,49.0348
93106,10,2018,COMMERCIAL,Y,,,
93106,11,2018,COMMERCIAL,Y,,,
93106,12,2018,COMMERCIAL,Y,,,
93108,10,2018,COMMERCIAL,Y,,,
93108,10,2018,INDUSTRIAL,Y,,,
93108,10,2018,RESIDENTIAL,N,4701,209261,44.5141
93108,11,2018,COMMERCIAL,Y,,,
93108,11,2018,INDUSTRIAL,Y,,,
93108,11,2018,RESIDENTIAL,N,4704,255515,54.3187
93108,12,2018,COMMERCIAL,Y,,,
93108,12,2018,INDUSTRIAL,Y,,,
93108,12,2018,RESIDENTIAL,N,4714,456340,96.8053
93109,10,2018,COMMERCIAL,Y,,,
93109,10,2018,RESIDENTIAL,N,4180,87087,20.8342
93109,11,2018,COMMERCIAL,Y,,,
93109,11,2018,RESIDENTIAL,N,4198,96293,22.9378
93109,12,2018,COMMERCIAL,Y,,,
93109,12,2018,RESIDENTIAL,N,4197,177917,42.3915
93110,10,2018,COMMERCIAL,N,104,41850,402.4038
93110,10,2018,INDUSTRIAL,Y,,,
93110,10,2018,RESIDENTIAL,N,5527,150548,27.2386
93110,11,2018,COMMERCIAL,N,104,50223,482.9135
93110,11,2018,INDUSTRIAL,Y,,,
93110,11,2018,RESIDENTIAL,N,5529,203091,36.7320
93110,12,2018,COMMERCIAL,Y,277,191171,690.1480
93110,12,2018,INDUSTRIAL,Y,,,
93110,12,2018,RESIDENTIAL,N,5526,332855,60.2343
93111,10,2018,COMMERCIAL,Y,,,
93111,10,2018,INDUSTRIAL,Y,,,
93111,10,2018,RESIDENTIAL,N,6160,134516,21.8370
93111,11,2018,COMMERCIAL,Y,,,
93111,11,2018,INDUSTRIAL,Y,,,
93111,11,2018,RESIDENTIAL,N,6163,197810,32.0964
93111,12,2018,COMMERCIAL,Y,,,
93111,12,2018,INDUSTRIAL,Y,,,
93111,12,2018,RESIDENTIAL,N,6158,300286,48.7636
93117,10,2018,COMMERCIAL,Y,,,
93117,10,2018,INDUSTRIAL,Y,,,
93117,10,2018,RESIDENTIAL,N,12933,274678,21.2385
93117,11,2018,COMMERCIAL,Y,,,
93117,11,2018,INDUSTRIAL,Y,,,
93117,11,2018,RESIDENTIAL,N,12947,390908,30.1929
93117,12,2018,COMMERCIAL,Y,,,
93117,12,2018,INDUSTRIAL,Y,,,
93117,12,2018,RESIDENTIAL,N,12931,535541,41.4153
93199,10,2018,COMMERCIAL,Y,,,
93199,11,2018,COMMERCIAL,Y,,,
93199,12,2018,COMMERCIAL,Y,,,
93201,10,2018,COMMERCIAL,Y,,,
93201,10,2018,INDUSTRIAL,Y,,,
93201,10,2018,RESIDENTIAL,N,227,3776,16.6344
93201,11,2018,COMMERCIAL,Y,,,
93201,11,2018,INDUSTRIAL,Y,,,
93201,11,2018,RESIDENTIAL,N,227,7898,34.7930
93201,12,2018,COMMERCIAL,Y,,,
93201,12,2018,INDUSTRIAL,Y,,,
93201,12,2018,RESIDENTIAL,N,227,10746,47.3392
93202,10,2018,COMMERCIAL,Y,,,
93202,10,2018,INDUSTRIAL,Y,,,
93202,10,2018,RESIDENTIAL,N,1333,18318,13.7419
93202,11,2018,COMMERCIAL,Y,,,
93202,11,2018,INDUSTRIAL,Y,,,
93202,11,2018,RESIDENTIAL,N,1334,41220,30.8996
93202,12,2018,COMMERCIAL,Y,,,
93202,12,2018,INDUSTRIAL,Y,,,
93202,12,2018,RESIDENTIAL,N,1332,61653,46.2860
93203,10,2018,COMMERCIAL,Y,,,
93203,10,2018,INDUSTRIAL,Y,,,
93203,10,2018,RESIDENTIAL,N,4881,90145,18.4686
93203,11,2018,COMMERCIAL,Y,,,
93203,11,2018,INDUSTRIAL,Y,,,
93203,11,2018,RESIDENTIAL,N,4884,143477,29.3769
93203,12,2018,COMMERCIAL,Y,,,
93203,12,2018,INDUSTRIAL,Y,,,
93203,12,2018,RESIDENTIAL,N,4880,194184,39.7918
93204,10,2018,INDUSTRIAL,Y,,,
93204,10,2018,RESIDENTIAL,Y,,,
93204,11,2018,INDUSTRIAL,Y,,,
93204,11,2018,RESIDENTIAL,Y,,,
93204,12,2018,INDUSTRIAL,Y,,,
93204,12,2018,RESIDENTIAL,Y,,,
93206,10,2018,RESIDENTIAL,Y,544,10529,19.3548
93206,11,2018,COMMERCIAL,Y,,,
93206,11,2018,RESIDENTIAL,Y,544,14850,27.2978
93206,12,2018,COMMERCIAL,Y,,,
93206,12,2018,RESIDENTIAL,Y,545,32969,60.4936
93212,10,2018,COMMERCIAL,Y,,,
93212,10,2018,INDUSTRIAL,Y,,,
93212,10,2018,RESIDENTIAL,Y,4368,67557,15.4663
93212,11,2018,COMMERCIAL,Y,,,
93212,11,2018,INDUSTRIAL,Y,,,
93212,11,2018,RESIDENTIAL,Y,4368,113330,25.9455
93212,12,2018,COMMERCIAL,Y,,,
93212,12,2018,INDUSTRIAL,Y,,,
93212,12,2018,RESIDENTIAL,Y,4367,203191,46.5287
93215,10,2018,COMMERCIAL,Y,,,
93215,10,2018,INDUSTRIAL,Y,,,
93215,10,2018,RESIDENTIAL,N,10980,175633,15.9957
93215,11,2018,COMMERCIAL,Y,,,
93215,11,2018,INDUSTRIAL,Y,,,
93215,11,2018,RESIDENTIAL,N,10979,209236,19.0578
93215,12,2018,COMMERCIAL,Y,3627,4619556,1273.6576
93215,12,2018,INDUSTRIAL,Y,,,
93215,12,2018,RESIDENTIAL,Y,10975,413401,37.6675
93216,10,2018,RESIDENTIAL,Y,,,
93216,11,2018,RESIDENTIAL,Y,,,
93216,12,2018,RESIDENTIAL,Y,,,
93219,10,2018,COMMERCIAL,Y,,,
93219,10,2018,INDUSTRIAL,Y,,,
93219,10,2018,RESIDENTIAL,N,1909,44299,23.2053
93219,11,2018,COMMERCIAL,Y,,,
93219,11,2018,INDUSTRIAL,Y,,,
93219,11,2018,RESIDENTIAL,N,1909,72474,37.9644
93219,12,2018,COMMERCIAL,Y,,,
93219,12,2018,INDUSTRIAL,Y,,,
93219,12,2018,RESIDENTIAL,N,1909,95452,50.0010
93221,10,2018,COMMERCIAL,Y,,,
93221,10,2018,INDUSTRIAL,Y,,,
93221,10,2018,RESIDENTIAL,Y,4429,75390,17.0219
93221,11,2018,COMMERCIAL,Y,,,
93221,11,2018,INDUSTRIAL,Y,,,
93221,11,2018,RESIDENTIAL,Y,4430,165532,37.3661
93221,12,2018,COMMERCIAL,Y,,,
93221,12,2018,INDUSTRIAL,Y,,,
93221,12,2018,RESIDENTIAL,Y,4431,254586,57.4557
93223,10,2018,COMMERCIAL,Y,137,12153,88.7080
93223,10,2018,RESIDENTIAL,N,2953,59743,20.2313
93223,11,2018,COMMERCIAL,Y,,,
93223,11,2018,RESIDENTIAL,N,2957,104306,35.2743
93223,12,2018,COMMERCIAL,Y,,,
93223,12,2018,RESIDENTIAL,N,2957,140948,47.6659
93224,10,2018,COMMERCIAL,Y,,,
93224,10,2018,INDUSTRIAL,Y,,,
93224,10,2018,RESIDENTIAL,N,125,3259,26.0720
93224,11,2018,COMMERCIAL,Y,,,
93224,11,2018,INDUSTRIAL,Y,,,
93224,11,2018,RESIDENTIAL,N,125,3169,25.3520
93224,12,2018,COMMERCIAL,Y,,,
93224,12,2018,INDUSTRIAL,Y,,,
93224,12,2018,RESIDENTIAL,N,125,6904,55.2320
93225,10,2018,COMMERCIAL,N,104,6914,66.4808
93225,10,2018,INDUSTRIAL,Y,,,
93225,10,2018,RESIDENTIAL,Y,2207,55202,25.0122
93225,11,2018,COMMERCIAL,N,104,10912,104.9231
93225,11,2018,INDUSTRIAL,Y,,,
93225,11,2018,RESIDENTIAL,Y,2208,96619,43.7586
93225,12,2018,COMMERCIAL,N,104,18009,173.1635
93225,12,2018,INDUSTRIAL,Y,,,
93225,12,2018,RESIDENTIAL,Y,2202,144264,65.5150
93226,10,2018,RESIDENTIAL,Y,,,
93226,11,2018,RESIDENTIAL,Y,,,
93226,12,2018,RESIDENTIAL,Y,,,
93227,10,2018,COMMERCIAL,Y,,,
93227,10,2018,INDUSTRIAL,Y,,,
93227,10,2018,RESIDENTIAL,N,342,5660,16.5497
93227,11,2018,COMMERCIAL,Y,,,
93227,11,2018,INDUSTRIAL,Y,,,
93227,11,2018,RESIDENTIAL,N,343,6806,19.8426
93227,12,2018,COMMERCIAL,Y,,,
93227,12,2018,INDUSTRIAL,Y,,,
93227,12,2018,RESIDENTIAL,N,343,15630,45.5685
93230,10,2018,COMMERCIAL,Y,,,
93230,10,2018,RESIDENTIAL,Y,22325,282106,12.6363
93230,11,2018,COMMERCIAL,Y,,,
93230,11,2018,INDUSTRIAL,Y,,,
93230,11,2018,RESIDENTIAL,Y,22325,452074,20.2497
93230,12,2018,COMMERCIAL,Y,,,
93230,12,2018,INDUSTRIAL,Y,,,
93230,12,2018,RESIDENTIAL,Y,22326,1050094,47.0346
93235,10,2018,COMMERCIAL,Y,,,
93235,10,2018,RESIDENTIAL,N,1285,26200,20.3891
93235,11,2018,COMMERCIAL,Y,,,
93235,11,2018,RESIDENTIAL,N,1286,37864,29.4432
93235,12,2018,COMMERCIAL,Y,,,
93235,12,2018,RESIDENTIAL,N,1288,58266,45.2376
93241,10,2018,COMMERCIAL,N,139,13509,97.1871
93241,10,2018,INDUSTRIAL,Y,,,
93241,10,2018,RESIDENTIAL,N,3565,88681,24.8755
93241,11,2018,COMMERCIAL,N,139,18088,130.1295
93241,11,2018,INDUSTRIAL,Y,,,
93241,11,2018,RESIDENTIAL,N,3565,133885,37.5554
93241,12,2018,COMMERCIAL,N,139,24381,175.4029
93241,12,2018,INDUSTRIAL,Y,,,
93241,12,2018,RESIDENTIAL,N,3567,181683,50.9344
93242,10,2018,COMMERCIAL,Y,,,
93242,10,2018,RESIDENTIAL,N,550,8642,15.7127
93242,11,2018,COMMERCIAL,Y,,,
93242,11,2018,RESIDENTIAL,N,550,11778,21.4145
93242,12,2018,COMMERCIAL,Y,,,
93242,12,2018,RESIDENTIAL,N,550,26702,48.5491
93243,10,2018,COMMERCIAL,Y,,,
93243,10,2018,INDUSTRIAL,Y,,,
93243,10,2018,RESIDENTIAL,N,478,12217,25.5586
93243,11,2018,COMMERCIAL,Y,,,
93243,11,2018,INDUSTRIAL,Y,,,
93243,11,2018,RESIDENTIAL,N,478,24895,52.0816
93243,12,2018,COMMERCIAL,Y,,,
93243,12,2018,INDUSTRIAL,Y,,,
93243,12,2018,RESIDENTIAL,N,477,38792,81.3249
93245,10,2018,COMMERCIAL,Y,,,
93245,10,2018,RESIDENTIAL,N,10554,161029,15.2576
93245,11,2018,COMMERCIAL,Y,,,
93245,11,2018,INDUSTRIAL,Y,,,
93245,11,2018,RESIDENTIAL,N,10558,263117,24.9211
93245,12,2018,COMMERCIAL,Y,,,
93245,12,2018,INDUSTRIAL,Y,,,
93245,12,2018,RESIDENTIAL,N,10556,549008,52.0091
93247,10,2018,COMMERCIAL,Y,,,
93247,10,2018,INDUSTRIAL,Y,,,
93247,10,2018,RESIDENTIAL,N,4194,72624,17.3162
93247,11,2018,COMMERCIAL,Y,,,
93247,11,2018,INDUSTRIAL,Y,,,
93247,11,2018,RESIDENTIAL,N,4198,146242,34.8361
93247,12,2018,COMMERCIAL,Y,,,
93247,12,2018,INDUSTRIAL,Y,,,
93247,12,2018,RESIDENTIAL,N,4198,213522,50.8628
93249,10,2018,COMMERCIAL,Y,,,
93249,10,2018,RESIDENTIAL,N,555,8192,14.7604
93249,11,2018,COMMERCIAL,Y,,,
93249,11,2018,INDUSTRIAL,Y,,,
93249,11,2018,RESIDENTIAL,Y,555,9694,17.4667
93249,12,2018,COMMERCIAL,Y,,,
93249,12,2018,INDUSTRIAL,Y,,,
93249,12,2018,RESIDENTIAL,Y,555,18078,32.5730
93250,10,2018,COMMERCIAL,Y,,,
93250,10,2018,INDUSTRIAL,Y,,,
93250,10,2018,RESIDENTIAL,N,3240,51466,15.8846
93250,11,2018,COMMERCIAL,Y,,,
93250,11,2018,INDUSTRIAL,Y,,,
93250,11,2018,RESIDENTIAL,N,3241,64821,20.0003
93250,12,2018,COMMERCIAL,Y,,,
93250,12,2018,INDUSTRIAL,Y,,,
93250,12,2018,RESIDENTIAL,N,3243,121914,37.5930
93251,10,2018,COMMERCIAL,Y,,,
93251,10,2018,INDUSTRIAL,Y,,,
93251,10,2018,RESIDENTIAL,Y,,,
93251,11,2018,COMMERCIAL,Y,,,
93251,11,2018,INDUSTRIAL,Y,,,
93251,11,2018,RESIDENTIAL,Y,,,
93251,12,2018,COMMERCIAL,Y,,,
93251,12,2018,INDUSTRIAL,Y,,,
93251,12,2018,RESIDENTIAL,Y,,,
93252,10,2018,COMMERCIAL,Y,,,
93252,10,2018,INDUSTRIAL,Y,,,
93252,10,2018,RESIDENTIAL,Y,,,
93252,11,2018,COMMERCIAL,Y,,,
93252,11,2018,INDUSTRIAL,Y,,,
93252,11,2018,RESIDENTIAL,Y,,,
93252,12,2018,COMMERCIAL,Y,,,
93252,12,2018,INDUSTRIAL,Y,,,
93252,12,2018,RESIDENTIAL,Y,,,
93254,10,2018,COMMERCIAL,Y,,,
93254,10,2018,INDUSTRIAL,Y,,,
93254,10,2018,RESIDENTIAL,N,233,4499,19.3090
93254,11,2018,COMMERCIAL,Y,,,
93254,11,2018,INDUSTRIAL,Y,,,
93254,11,2018,RESIDENTIAL,N,233,8071,34.6395
93254,12,2018,COMMERCIAL,Y,,,
93254,12,2018,INDUSTRIAL,Y,,,
93254,12,2018,RESIDENTIAL,N,231,13437,58.1688
93255,10,2018,RESIDENTIAL,Y,,,
93255,11,2018,RESIDENTIAL,Y,,,
93255,12,2018,RESIDENTIAL,Y,,,
93256,10,2018,COMMERCIAL,Y,,,
93256,10,2018,INDUSTRIAL,Y,,,
93256,10,2018,RESIDENTIAL,N,1225,25956,21.1886
93256,11,2018,COMMERCIAL,Y,,,
93256,11,2018,INDUSTRIAL,Y,,,
93256,11,2018,RESIDENTIAL,N,1225,47282,38.5976
93256,12,2018,COMMERCIAL,Y,,,
93256,12,2018,INDUSTRIAL,Y,,,
93256,12,2018,RESIDENTIAL,N,1226,64927,52.9584
93257,10,2018,COMMERCIAL,Y,,,
93257,10,2018,INDUSTRIAL,Y,,,
93257,10,2018,RESIDENTIAL,N,21960,341368,15.5450
93257,11,2018,COMMERCIAL,Y,,,
93257,11,2018,INDUSTRIAL,Y,,,
93257,11,2018,RESIDENTIAL,N,21964,463924,21.1220
93257,12,2018,COMMERCIAL,Y,,,
93257,12,2018,INDUSTRIAL,Y,,,
93257,12,2018,RESIDENTIAL,N,21965,1055128,48.0368
93261,10,2018,COMMERCIAL,Y,,,
93261,10,2018,RESIDENTIAL,N,604,12737,21.0877
93261,11,2018,COMMERCIAL,Y,,,
93261,11,2018,RESIDENTIAL,N,604,18967,31.4023
93261,12,2018,COMMERCIAL,Y,,,
93261,12,2018,RESIDENTIAL,N,602,28389,47.1578
93263,10,2018,COMMERCIAL,Y,,,
93263,10,2018,INDUSTRIAL,Y,,,
93263,10,2018,RESIDENTIAL,N,5917,89799,15.1764
93263,11,2018,COMMERCIAL,Y,,,
93263,11,2018,INDUSTRIAL,Y,,,
93263,11,2018,RESIDENTIAL,N,5920,131326,22.1834
93263,12,2018,COMMERCIAL,N,293,92963,317.2799
93263,12,2018,INDUSTRIAL,Y,,,
93263,12,2018,RESIDENTIAL,N,5915,285434,48.2560
93265,10,2018,COMMERCIAL,Y,,,
93265,10,2018,RESIDENTIAL,N,532,6675,12.5470
93265,11,2018,COMMERCIAL,Y,,,
93265,11,2018,RESIDENTIAL,N,532,9269,17.4229
93265,12,2018,COMMERCIAL,Y,,,
93265,12,2018,RESIDENTIAL,N,532,21941,41.2425
93266,10,2018,COMMERCIAL,Y,,,
93266,10,2018,RESIDENTIAL,N,326,6066,18.6074
93266,11,2018,COMMERCIAL,Y,,,
93266,11,2018,INDUSTRIAL,Y,,,
93266,11,2018,RESIDENTIAL,N,326,6959,21.3466
93266,12,2018,COMMERCIAL,Y,,,
93266,12,2018,INDUSTRIAL,Y,,,
93266,12,2018,RESIDENTIAL,N,326,15207,46.6472
93267,10,2018,COMMERCIAL,Y,,,
93267,10,2018,INDUSTRIAL,Y,,,
